date,market,commodity,unit,price,currency,admin1,admin2,latitude,longitude,category,pricetype,priceflag
#date,#loc+market+name,#item+name,#item+unit,#value,#currency+code,#adm1+name,#adm2+name,#geo+lat,#geo+lon,#item+type,#item+price+type,#item+price+flag
2022-06-15,Sekondi/Takoradi,Cassava,91 KG,126.81,GHS,WESTERN,SEKONDI TAKORADI,4.93,-1.7,cereals and tubers,Wholesale,aggregate
2022-06-15,Sekondi/Takoradi,Cassava,KG,1.67,GHS,WESTERN,SEKONDI TAKORADI,4.93,-1.7,cereals and tubers,Retail,aggregate
2022-06-15,Sekondi/Takoradi,Gari,KG,9.71,GHS,WESTERN,SEKONDI TAKORADI,4.93,-1.7,cereals and tubers,Retail,aggregate
2022-06-15,Sekondi/Takoradi,Maize,100 KG,582.44,GHS,WESTERN,SEKONDI TAKORADI,4.93,-1.7,cereals and tubers,Wholesale,aggregate
2022-06-15,Sekondi/Takoradi,Maize,KG,7.46,GHS,WESTERN,SEKONDI TAKORADI,4.93,-1.7,cereals and tubers,Retail,aggregate
2022-06-15,Sekondi/Takoradi,Maize (yellow),100 KG,605.37,GHS,WESTERN,SEKONDI TAKORADI,4.93,-1.7,cereals and tubers,Wholesale,aggregate
2022-06-15,Sekondi/Takoradi,Millet,KG,7.5,GHS,WESTERN,SEKONDI TAKORADI,4.93,-1.7,cereals and tubers,Retail,aggregate
2022-06-15,Sekondi/Takoradi,Rice (imported),KG,8.28,GHS,WESTERN,SEKONDI TAKORADI,4.93,-1.7,cereals and tubers,Retail,aggregate
2022-06-15,Sekondi/Takoradi,Rice (local),50 KG,315.2,GHS,WESTERN,SEKONDI TAKORADI,4.93,-1.7,cereals and tubers,Wholesale,aggregate
2022-06-15,Sekondi/Takoradi,Rice (local),KG,6.44,GHS,WESTERN,SEKONDI TAKORADI,4.93,-1.7,cereals and tubers,Retail,aggregate
2022-06-15,Sekondi/Takoradi,Sorghum,109 KG,825.84,GHS,WESTERN,SEKONDI TAKORADI,4.93,-1.7,cereals and tubers,Wholesale,aggregate
2022-06-15,Sekondi/Takoradi,Sorghum,KG,7.5,GHS,WESTERN,SEKONDI TAKORADI,4.93,-1.7,cereals and tubers,Retail,aggregate
2022-06-15,Sekondi/Takoradi,Yam,250 KG,1700,GHS,WESTERN,SEKONDI TAKORADI,4.93,-1.7,cereals and tubers,Wholesale,aggregate
2022-06-15,Sekondi/Takoradi,Yam,KG,7.79,GHS,WESTERN,SEKONDI TAKORADI,4.93,-1.7,cereals and tubers,Retail,aggregate
2022-06-15,Sekondi/Takoradi,Yam (puna),KG,9.54,GHS,WESTERN,SEKONDI TAKORADI,4.93,-1.7,cereals and tubers,Retail,aggregate
2022-06-15,Sekondi/Takoradi,Eggs,30 pcs,477.91,GHS,WESTERN,SEKONDI TAKORADI,4.93,-1.7,"meat, fish and eggs",Wholesale,aggregate
2022-06-15,Sekondi/Takoradi,"Fish (mackerel, fresh)",20 KG,296.25,GHS,WESTERN,SEKONDI TAKORADI,4.93,-1.7,"meat, fish and eggs",Wholesale,aggregate
2022-06-15,Sekondi/Takoradi,"Fish (mackerel, fresh)",KG,10.32,GHS,WESTERN,SEKONDI TAKORADI,4.93,-1.7,"meat, fish and eggs",Retail,aggregate
2022-06-15,Sekondi/Takoradi,Meat (chicken),10 KG,524.51,GHS,WESTERN,SEKONDI TAKORADI,4.93,-1.7,"meat, fish and eggs",Wholesale,aggregate
2022-06-15,Sekondi/Takoradi,"Meat (chicken, local)",10 KG,373.33,GHS,WESTERN,SEKONDI TAKORADI,4.93,-1.7,"meat, fish and eggs",Wholesale,aggregate
2022-06-15,Sekondi/Takoradi,Cowpeas (white),109 KG,686.48,GHS,WESTERN,SEKONDI TAKORADI,4.93,-1.7,pulses and nuts,Wholesale,aggregate
2022-06-15,Sekondi/Takoradi,Soybeans,109 KG,134.31,GHS,WESTERN,SEKONDI TAKORADI,4.93,-1.7,pulses and nuts,Wholesale,aggregate
2022-06-15,Sekondi/Takoradi,Eggplants,KG,11.3,GHS,WESTERN,SEKONDI TAKORADI,4.93,-1.7,vegetables and fruits,Retail,aggregate
2022-06-15,Sekondi/Takoradi,Onions,73 KG,595.1,GHS,WESTERN,SEKONDI TAKORADI,4.93,-1.7,vegetables and fruits,Wholesale,aggregate
2022-06-15,Sekondi/Takoradi,Onions,KG,5.29,GHS,WESTERN,SEKONDI TAKORADI,4.93,-1.7,vegetables and fruits,Retail,aggregate
2022-06-15,Sekondi/Takoradi,Peppers (dried),KG,8.63,GHS,WESTERN,SEKONDI TAKORADI,4.93,-1.7,vegetables and fruits,Retail,aggregate
2022-06-15,Sekondi/Takoradi,Peppers (fresh),KG,4.83,GHS,WESTERN,SEKONDI TAKORADI,4.93,-1.7,vegetables and fruits,Retail,aggregate
2022-06-15,Sekondi/Takoradi,Plantains (apem),KG,9.18,GHS,WESTERN,SEKONDI TAKORADI,4.93,-1.7,vegetables and fruits,Retail,aggregate
2022-06-15,Sekondi/Takoradi,Plantains (apentu),Bunch,78.56,GHS,WESTERN,SEKONDI TAKORADI,4.93,-1.7,vegetables and fruits,Wholesale,aggregate
2022-06-15,Sekondi/Takoradi,Plantains (apentu),KG,8.68,GHS,WESTERN,SEKONDI TAKORADI,4.93,-1.7,vegetables and fruits,Retail,aggregate
2022-06-15,Sekondi/Takoradi,Tomatoes (local),52 KG,58.99,GHS,WESTERN,SEKONDI TAKORADI,4.93,-1.7,vegetables and fruits,Wholesale,aggregate
2022-06-15,Sekondi/Takoradi,Tomatoes (navrongo),52 KG,50.67,GHS,WESTERN,SEKONDI TAKORADI,4.93,-1.7,vegetables and fruits,Wholesale,aggregate
2022-07-15,Kumasi,Cassava,91 KG,177.29,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Wholesale,aggregate
2022-07-15,Kumasi,Gari,68 KG,340,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Wholesale,aggregate
2022-07-15,Kumasi,Gari,KG,2.49,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Retail,aggregate
2022-07-15,Kumasi,Maize,KG,5.27,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Retail,aggregate
2022-07-15,Kumasi,Maize (yellow),KG,5.73,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Retail,aggregate
2022-07-15,Kumasi,Rice (imported),50 KG,216.67,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Wholesale,aggregate
2022-07-15,Kumasi,Rice (local),KG,8,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Retail,aggregate
2022-07-15,Kumasi,Sorghum,109 KG,661.57,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Wholesale,aggregate
2022-07-15,Kumasi,Yam,250 KG,752.13,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Wholesale,aggregate
2022-07-15,Kumasi,Yam (puna),KG,5.02,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Retail,aggregate
2022-07-15,Kumasi,"Fish (mackerel, fresh)",20 KG,151.34,GHS,ASHANTI,KMA,6.68,-1.62,"meat, fish and eggs",Wholesale,aggregate
2022-07-15,Kumasi,Meat (chicken),10 KG,286.19,GHS,ASHANTI,KMA,6.68,-1.62,"meat, fish and eggs",Wholesale,aggregate
2022-07-15,Kumasi,Meat (chicken),KG,3.94,GHS,ASHANTI,KMA,6.68,-1.62,"meat, fish and eggs",Retail,aggregate
2022-07-15,Kumasi,Cowpeas (white),109 KG,555.5,GHS,ASHANTI,KMA,6.68,-1.62,pulses and nuts,Wholesale,aggregate
2022-07-15,Kumasi,Soybeans,109 KG,124.63,GHS,ASHANTI,KMA,6.68,-1.62,pulses and nuts,Wholesale,aggregate
2022-07-15,Kumasi,Soybeans,KG,12.15,GHS,ASHANTI,KMA,6.68,-1.62,pulses and nuts,Retail,aggregate
2022-07-15,Kumasi,Eggplants,27 KG,507.39,GHS,ASHANTI,KMA,6.68,-1.62,vegetables and fruits,Wholesale,aggregate
2022-07-15,Kumasi,Onions,73 KG,394.24,GHS,ASHANTI,KMA,6.68,-1.62,vegetables and fruits,Wholesale,aggregate
2022-07-15,Kumasi,Onions,KG,3.89,GHS,ASHANTI,KMA,6.68,-1.62,vegetables and fruits,Retail,aggregate
2022-07-15,Kumasi,Peppers (dried),16 KG,185.19,GHS,ASHANTI,KMA,6.68,-1.62,vegetables and fruits,Wholesale,aggregate
2022-07-15,Kumasi,Peppers (dried),KG,6.46,GHS,ASHANTI,KMA,6.68,-1.62,vegetables and fruits,Retail,aggregate
2022-07-15,Kumasi,Peppers (fresh),20 KG,302.43,GHS,ASHANTI,KMA,6.68,-1.62,vegetables and fruits,Wholesale,aggregate
2022-07-15,Kumasi,Tomatoes (local),KG,5.71,GHS,ASHANTI,KMA,6.68,-1.62,vegetables and fruits,Retail,aggregate
2022-07-15,Kumasi,Tomatoes (navrongo),52 KG,53.41,GHS,ASHANTI,KMA,6.68,-1.62,vegetables and fruits,Wholesale,aggregate
2022-07-15,Kintampo,Cassava,91 KG,90.89,GHS,BRONG AHAFO,KINTAMPO NORTH,8.06,-1.73,cereals and tubers,Wholesale,aggregate
2022-07-15,Kintampo,Cassava,KG,1.12,GHS,BRONG AHAFO,KINTAMPO NORTH,8.06,-1.73,cereals and tubers,Retail,aggregate
2022-07-15,Kintampo,Gari,68 KG,292.58,GHS,BRONG AHAFO,KINTAMPO NORTH,8.06,-1.73,cereals and tubers,Wholesale,aggregate
2022-07-15,Kintampo,Gari,KG,4.2,GHS,BRONG AHAFO,KINTAMPO NORTH,8.06,-1.73,cereals and tubers,Retail,aggregate
2022-07-15,Kintampo,Maize,KG,3.68,GHS,BRONG AHAFO,KINTAMPO NORTH,8.06,-1.73,cereals and tubers,Retail,aggregate
2022-07-15,Kintampo,Millet,KG,6.17,GHS,BRONG AHAFO,KINTAMPO NORTH,8.06,-1.73,cereals and tubers,Retail,aggregate
2022-07-15,Kintampo,Rice (imported),KG,6.51,GHS,BRONG AHAFO,KINTAMPO NORTH,8.06,-1.73,cereals and tubers,Retail,aggregate
2022-07-15,Kintampo,Rice (local),KG,4.09,GHS,BRONG AHAFO,KINTAMPO NORTH,8.06,-1.73,cereals and tubers,Retail,aggregate
2022-07-15,Kintampo,Sorghum,109 KG,374,GHS,BRONG AHAFO,KINTAMPO NORTH,8.06,-1.73,cereals and tubers,Wholesale,aggregate
2022-07-15,Kintampo,Sorghum,KG,3.42,GHS,BRONG AHAFO,KINTAMPO NORTH,8.06,-1.73,cereals and tubers,Retail,aggregate
2022-07-15,Kintampo,Eggs,30 pcs,599.79,GHS,BRONG AHAFO,KINTAMPO NORTH,8.06,-1.73,"meat, fish and eggs",Wholesale,aggregate
2022-07-15,Kintampo,Meat (chicken),10 KG,241.82,GHS,BRONG AHAFO,KINTAMPO NORTH,8.06,-1.73,"meat, fish and eggs",Wholesale,aggregate
2022-07-15,Kintampo,Meat (chicken),KG,3.09,GHS,BRONG AHAFO,KINTAMPO NORTH,8.06,-1.73,"meat, fish and eggs",Retail,aggregate
2022-07-15,Kintampo,"Meat (chicken, local)",10 KG,378.04,GHS,BRONG AHAFO,KINTAMPO NORTH,8.06,-1.73,"meat, fish and eggs",Wholesale,aggregate
2022-07-15,Kintampo,Soybeans,109 KG,135,GHS,BRONG AHAFO,KINTAMPO NORTH,8.06,-1.73,pulses and nuts,Wholesale,aggregate
2022-07-15,Kintampo,Eggplants,27 KG,330.65,GHS,BRONG AHAFO,KINTAMPO NORTH,8.06,-1.73,vegetables and fruits,Wholesale,aggregate
2022-07-15,Kintampo,Onions,73 KG,245.13,GHS,BRONG AHAFO,KINTAMPO NORTH,8.06,-1.73,vegetables and fruits,Wholesale,aggregate
2022-07-15,Kintampo,Onions,KG,2.62,GHS,BRONG AHAFO,KINTAMPO NORTH,8.06,-1.73,vegetables and fruits,Retail,aggregate
2022-07-15,Kintampo,Peppers (dried),KG,2.58,GHS,BRONG AHAFO,KINTAMPO NORTH,8.06,-1.73,vegetables and fruits,Retail,aggregate
2022-07-15,Kintampo,Peppers (fresh),KG,0.97,GHS,BRONG AHAFO,KINTAMPO NORTH,8.06,-1.73,vegetables and fruits,Retail,aggregate
2022-07-15,Kintampo,Plantains (apem),Bunch,54.47,GHS,BRONG AHAFO,KINTAMPO NORTH,8.06,-1.73,vegetables and fruits,Wholesale,aggregate
2022-07-15,Kintampo,Plantains (apem),KG,8.33,GHS,BRONG AHAFO,KINTAMPO NORTH,8.06,-1.73,vegetables and fruits,Retail,aggregate
2022-07-15,Kintampo,Plantains (apentu),Bunch,61.94,GHS,BRONG AHAFO,KINTAMPO NORTH,8.06,-1.73,vegetables and fruits,Wholesale,aggregate
2022-07-15,Kintampo,Tomatoes (local),52 KG,18.73,GHS,BRONG AHAFO,KINTAMPO NORTH,8.06,-1.73,vegetables and fruits,Wholesale,aggregate
2022-07-15,Kintampo,Tomatoes (local),KG,4.47,GHS,BRONG AHAFO,KINTAMPO NORTH,8.06,-1.73,vegetables and fruits,Retail,aggregate
2022-07-15,Kintampo,Tomatoes (navrongo),52 KG,26.9,GHS,BRONG AHAFO,KINTAMPO NORTH,8.06,-1.73,vegetables and fruits,Wholesale,aggregate
2022-07-15,Kintampo,Tomatoes (navrongo),KG,1.44,GHS,BRONG AHAFO,KINTAMPO NORTH,8.06,-1.73,vegetables and fruits,Retail,aggregate
2022-07-15,Sunyani,Gari,68 KG,315.66,GHS,BRONG AHAFO,SUNYANI MUNICIPAL,7.33,-2.33,cereals and tubers,Wholesale,aggregate
2022-07-15,Sunyani,Gari,KG,2.58,GHS,BRONG AHAFO,SUNYANI MUNICIPAL,7.33,-2.33,cereals and tubers,Retail,aggregate
2022-07-15,Sunyani,Maize,KG,4.73,GHS,BRONG AHAFO,SUNYANI MUNICIPAL,7.33,-2.33,cereals and tubers,Retail,aggregate
2022-07-15,Sunyani,Maize (yellow),100 KG,416.67,GHS,BRONG AHAFO,SUNYANI MUNICIPAL,7.33,-2.33,cereals and tubers,Wholesale,aggregate
2022-07-15,Sunyani,Maize (yellow),KG,4.51,GHS,BRONG AHAFO,SUNYANI MUNICIPAL,7.33,-2.33,cereals and tubers,Retail,aggregate
2022-07-15,Sunyani,Millet,KG,7.5,GHS,BRONG AHAFO,SUNYANI MUNICIPAL,7.33,-2.33,cereals and tubers,Retail,aggregate
2022-07-15,Sunyani,Rice (imported),50 KG,354.4,GHS,BRONG AHAFO,SUNYANI MUNICIPAL,7.33,-2.33,cereals and tubers,Wholesale,aggregate
2022-07-15,Sunyani,Rice (imported),KG,9.8,GHS,BRONG AHAFO,SUNYANI MUNICIPAL,7.33,-2.33,cereals and tubers,Retail,aggregate
2022-07-15,Sunyani,Rice (local),50 KG,289.95,GHS,BRONG AHAFO,SUNYANI MUNICIPAL,7.33,-2.33,cereals and tubers,Wholesale,aggregate
2022-07-15,Sunyani,Sorghum,KG,5.2,GHS,BRONG AHAFO,SUNYANI MUNICIPAL,7.33,-2.33,cereals and tubers,Retail,aggregate
2022-07-15,Sunyani,Yam,KG,3.41,GHS,BRONG AHAFO,SUNYANI MUNICIPAL,7.33,-2.33,cereals and tubers,Retail,aggregate
2022-07-15,Sunyani,Meat (chicken),10 KG,388.7,GHS,BRONG AHAFO,SUNYANI MUNICIPAL,7.33,-2.33,"meat, fish and eggs",Wholesale,aggregate
2022-07-15,Sunyani,Cowpeas,KG,4.27,GHS,BRONG AHAFO,SUNYANI MUNICIPAL,7.33,-2.33,pulses and nuts,Retail,aggregate
2022-07-15,Sunyani,Soybeans,109 KG,134.11,GHS,BRONG AHAFO,SUNYANI MUNICIPAL,7.33,-2.33,pulses and nuts,Wholesale,aggregate
2022-07-15,Sunyani,Onions,KG,3.31,GHS,BRONG AHAFO,SUNYANI MUNICIPAL,7.33,-2.33,vegetables and fruits,Retail,aggregate
2022-07-15,Sunyani,Peppers (dried),KG,7.58,GHS,BRONG AHAFO,SUNYANI MUNICIPAL,7.33,-2.33,vegetables and fruits,Retail,aggregate
2022-07-15,Sunyani,Peppers (fresh),20 KG,203.13,GHS,BRONG AHAFO,SUNYANI MUNICIPAL,7.33,-2.33,vegetables and fruits,Wholesale,aggregate
2022-07-15,Sunyani,Plantains (apem),Bunch,34.81,GHS,BRONG AHAFO,SUNYANI MUNICIPAL,7.33,-2.33,vegetables and fruits,Wholesale,aggregate
2022-07-15,Sunyani,Plantains (apem),KG,4.92,GHS,BRONG AHAFO,SUNYANI MUNICIPAL,7.33,-2.33,vegetables and fruits,Retail,aggregate
2022-07-15,Sunyani,Plantains (apentu),Bunch,55.19,GHS,BRONG AHAFO,SUNYANI MUNICIPAL,7.33,-2.33,vegetables and fruits,Wholesale,aggregate
2022-07-15,Techiman,Cassava,91 KG,50.05,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Wholesale,aggregate
2022-07-15,Techiman,Cassava,KG,0.93,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Retail,aggregate
2022-07-15,Techiman,Gari,68 KG,231.2,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Wholesale,aggregate
2022-07-15,Techiman,Gari,KG,2.35,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Retail,aggregate
2022-07-15,Techiman,Maize,100 KG,312,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Wholesale,aggregate
2022-07-15,Techiman,Maize,KG,3.79,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Retail,aggregate
2022-07-15,Techiman,Maize (yellow),100 KG,333,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Wholesale,aggregate
2022-07-15,Techiman,Maize (yellow),KG,4.14,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Retail,aggregate
2022-07-15,Techiman,Rice (imported),50 KG,364,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Wholesale,aggregate
2022-07-15,Techiman,Rice (imported),KG,9.85,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Retail,aggregate
2022-07-15,Techiman,Rice (local),50 KG,192.5,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Wholesale,aggregate
2022-07-15,Techiman,Rice (local),KG,4.35,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Retail,aggregate
2022-07-15,Techiman,Sorghum,KG,4.35,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Retail,aggregate
2022-07-15,Techiman,Yam,250 KG,497.5,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Wholesale,aggregate
2022-07-15,Techiman,Yam,KG,2.72,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Retail,aggregate
2022-07-15,Techiman,Yam (puna),250 KG,520,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Wholesale,aggregate
2022-07-15,Techiman,Yam (puna),KG,2.83,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Retail,aggregate
2022-07-15,Techiman,Eggs,30 pcs,491.29,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,"meat, fish and eggs",Wholesale,aggregate
2022-07-15,Techiman,Meat (chicken),10 KG,237.12,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,"meat, fish and eggs",Wholesale,aggregate
2022-07-15,Techiman,Meat (chicken),KG,4.06,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,"meat, fish and eggs",Retail,aggregate
2022-07-15,Techiman,"Meat (chicken, local)",10 KG,581.76,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,"meat, fish and eggs",Wholesale,aggregate
2022-07-15,Techiman,Cowpeas,KG,4.48,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,pulses and nuts,Retail,aggregate
2022-07-15,Techiman,Soybeans,109 KG,99.63,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,pulses and nuts,Wholesale,aggregate
2022-07-15,Techiman,Eggplants,27 KG,318,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,vegetables and fruits,Wholesale,aggregate
2022-07-15,Techiman,Onions,73 KG,159,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,vegetables and fruits,Wholesale,aggregate
2022-07-15,Techiman,Peppers (dried),KG,2.6,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,vegetables and fruits,Retail,aggregate
2022-07-15,Techiman,Plantains (apem),Bunch,45.2,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,vegetables and fruits,Wholesale,aggregate
2022-07-15,Techiman,Plantains (apem),KG,6.51,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,vegetables and fruits,Retail,aggregate
2022-07-15,Techiman,Plantains (apentu),Bunch,40.7,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,vegetables and fruits,Wholesale,aggregate
2022-07-15,Techiman,Tomatoes (local),52 KG,15.72,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,vegetables and fruits,Wholesale,aggregate
2022-07-15,Techiman,Tomatoes (local),KG,4,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,vegetables and fruits,Retail,aggregate
2022-07-15,Cape Coast,Cassava,KG,1.03,GHS,CENTRAL,CAPE COAST METRO,5.11,-1.24,cereals and tubers,Retail,aggregate
2022-07-15,Cape Coast,Gari,KG,8.33,GHS,CENTRAL,CAPE COAST METRO,5.11,-1.24,cereals and tubers,Retail,aggregate
2022-07-15,Cape Coast,Maize,100 KG,518.07,GHS,CENTRAL,CAPE COAST METRO,5.11,-1.24,cereals and tubers,Wholesale,aggregate
2022-07-15,Cape Coast,Maize,KG,6.08,GHS,CENTRAL,CAPE COAST METRO,5.11,-1.24,cereals and tubers,Retail,aggregate
2022-07-15,Cape Coast,Maize (yellow),100 KG,542.21,GHS,CENTRAL,CAPE COAST METRO,5.11,-1.24,cereals and tubers,Wholesale,aggregate
2022-07-15,Cape Coast,Maize (yellow),KG,6.36,GHS,CENTRAL,CAPE COAST METRO,5.11,-1.24,cereals and tubers,Retail,aggregate
2022-07-15,Cape Coast,Rice (imported),50 KG,383.33,GHS,CENTRAL,CAPE COAST METRO,5.11,-1.24,cereals and tubers,Wholesale,aggregate
2022-07-15,Cape Coast,Rice (local),50 KG,453.82,GHS,CENTRAL,CAPE COAST METRO,5.11,-1.24,cereals and tubers,Wholesale,aggregate
2022-07-15,Cape Coast,Sorghum,KG,10,GHS,CENTRAL,CAPE COAST METRO,5.11,-1.24,cereals and tubers,Retail,aggregate
2022-07-15,Cape Coast,Yam,KG,10.99,GHS,CENTRAL,CAPE COAST METRO,5.11,-1.24,cereals and tubers,Retail,aggregate
2022-07-15,Cape Coast,Yam (puna),KG,8.66,GHS,CENTRAL,CAPE COAST METRO,5.11,-1.24,cereals and tubers,Retail,aggregate
2022-07-15,Cape Coast,"Fish (mackerel, fresh)",KG,13.89,GHS,CENTRAL,CAPE COAST METRO,5.11,-1.24,"meat, fish and eggs",Retail,aggregate
2022-07-15,Cape Coast,Cowpeas,KG,6.85,GHS,CENTRAL,CAPE COAST METRO,5.11,-1.24,pulses and nuts,Retail,aggregate
2022-07-15,Cape Coast,Eggplants,KG,2.75,GHS,CENTRAL,CAPE COAST METRO,5.11,-1.24,vegetables and fruits,Retail,aggregate
2022-07-15,Cape Coast,Peppers (fresh),KG,2.5,GHS,CENTRAL,CAPE COAST METRO,5.11,-1.24,vegetables and fruits,Retail,aggregate
2022-07-15,Cape Coast,Plantains (apem),Bunch,102.07,GHS,CENTRAL,CAPE COAST METRO,5.11,-1.24,vegetables and fruits,Wholesale,aggregate
2022-07-15,Cape Coast,Tomatoes (local),KG,6.85,GHS,CENTRAL,CAPE COAST METRO,5.11,-1.24,vegetables and fruits,Retail,aggregate
2022-07-15,Cape Coast,Tomatoes (navrongo),KG,4.33,GHS,CENTRAL,CAPE COAST METRO,5.11,-1.24,vegetables and fruits,Retail,aggregate
2022-07-15,Mankessim,Gari,KG,9.17,GHS,CENTRAL,MFANTSIMAN,5.27,-1.02,cereals and tubers,Retail,aggregate
2022-07-15,Mankessim,Maize,KG,4.05,GHS,CENTRAL,MFANTSIMAN,5.27,-1.02,cereals and tubers,Retail,aggregate
2022-07-15,Mankessim,Maize (yellow),KG,4.04,GHS,CENTRAL,MFANTSIMAN,5.27,-1.02,cereals and tubers,Retail,aggregate
2022-07-15,Mankessim,Millet,KG,8.85,GHS,CENTRAL,MFANTSIMAN,5.27,-1.02,cereals and tubers,Retail,aggregate
2022-07-15,Mankessim,Rice (imported),KG,7.27,GHS,CENTRAL,MFANTSIMAN,5.27,-1.02,cereals and tubers,Retail,aggregate
2022-07-15,Mankessim,Rice (local),KG,6.9,GHS,CENTRAL,MFANTSIMAN,5.27,-1.02,cereals and tubers,Retail,aggregate
2022-07-15,Mankessim,"Fish (mackerel, fresh)",KG,9.2,GHS,CENTRAL,MFANTSIMAN,5.27,-1.02,"meat, fish and eggs",Retail,aggregate
2022-07-15,Mankessim,Meat (chicken),KG,8.21,GHS,CENTRAL,MFANTSIMAN,5.27,-1.02,"meat, fish and eggs",Retail,aggregate
2022-07-15,Mankessim,Eggplants,KG,2.73,GHS,CENTRAL,MFANTSIMAN,5.27,-1.02,vegetables and fruits,Retail,aggregate
2022-07-15,Mankessim,Onions,KG,2.73,GHS,CENTRAL,MFANTSIMAN,5.27,-1.02,vegetables and fruits,Retail,aggregate
2022-07-15,Mankessim,Peppers (fresh),KG,0.87,GHS,CENTRAL,MFANTSIMAN,5.27,-1.02,vegetables and fruits,Retail,aggregate
2022-07-15,Mankessim,Plantains (apem),KG,5.96,GHS,CENTRAL,MFANTSIMAN,5.27,-1.02,vegetables and fruits,Retail,aggregate
2022-07-15,Mankessim,Tomatoes (navrongo),KG,1.68,GHS,CENTRAL,MFANTSIMAN,5.27,-1.02,vegetables and fruits,Retail,aggregate
2022-07-15,Accra,Cassava,91 KG,300.46,GHS,GREATER ACCRA,ACCRA METROPOLIS,5.55,-0.22,cereals and tubers,Wholesale,aggregate
2022-07-15,Accra,Cassava,KG,7.64,GHS,GREATER ACCRA,ACCRA METROPOLIS,5.55,-0.22,cereals and tubers,Retail,aggregate
2022-07-15,Accra,Gari,68 KG,277.67,GHS,GREATER ACCRA,ACCRA METROPOLIS,5.55,-0.22,cereals and tubers,Wholesale,aggregate
2022-07-15,Accra,Gari,KG,2.2,GHS,GREATER ACCRA,ACCRA METROPOLIS,5.55,-0.22,cereals and tubers,Retail,aggregate
2022-07-15,Accra,Maize,100 KG,488.89,GHS,GREATER ACCRA,ACCRA METROPOLIS,5.55,-0.22,cereals and tubers,Wholesale,aggregate
2022-07-15,Accra,Maize,KG,5.7,GHS,GREATER ACCRA,ACCRA METROPOLIS,5.55,-0.22,cereals and tubers,Retail,aggregate
2022-07-15,Accra,Maize (yellow),KG,5.75,GHS,GREATER ACCRA,ACCRA METROPOLIS,5.55,-0.22,cereals and tubers,Retail,aggregate
